fecha_semana_inicio,fecha_semana_fin,anio_semana_fin,anio_referencia_y,mes_referencia_y,semana_iso,dias_productivos_periodo_2021_2024,departamento,nivel,produccion_semanal_proxy_t,produccion_anual_departamental_t,area_cosechada_departamental_ha,rendimiento_departamental_t_ha,produccion_mensual_proxy_t,peso_mensual_prod_nacional,produccion_nacional_mensual_oficial_miles_sacos,PRECTOTCORR,IMERG_PRECTOT,T2M,T2M_MAX,T2M_MIN,RH2M,QV2M,GWETTOP,GWETROOT,ALLSKY_SFC_SW_DWN,WS2M,score_humedad,score_precipitacion,score_temperatura,score_radiacion,indice_climatico_base_x,indice_climatico_ajustado_x,lluvia_acum_4s,lluvia_acum_8s,anomalia_lluvia_semana_iso,t2m_max_ma_4s,gwetroot_ma_4s,gwettop_ma_4s,dummy_exceso_lluvia_p75,dummy_estres_hidrico_p25,dummy_temp_max_alta_p75,dummy_indice_climatico_bajo_p25,dummy_indice_climatico_alto_p75,precio_interno_cop_carga,precio_interno_cop_carga_lag_1s,precio_interno_cop_carga_lag_4s,precio_interno_cop_carga_ma_4s,precio_interno_cop_carga_var_4s,precio_externo_exdock_cent_usd_lb,precio_externo_exdock_cent_usd_lb_lag_1s,precio_externo_exdock_cent_usd_lb_lag_4s,precio_externo_exdock_cent_usd_lb_ma_4s,precio_externo_exdock_cent_usd_lb_var_4s,exportaciones_mensual_miles_sacos,exportaciones_mensual_miles_sacos_lag_1s,exportaciones_mensual_miles_sacos_lag_4s,exportaciones_mensual_miles_sacos_ma_4s,exportaciones_mensual_miles_sacos_var_4s,trm_viernes_cop_usd,trm_promedio_semana_cop_usd,trm_viernes_cop_usd_lag_1s,trm_viernes_cop_usd_lag_4s,trm_viernes_cop_usd_ma_4s,trm_viernes_cop_usd_var_4s,dummy_trm_lag4_alta_p75,dummy_devaluacion_4s_p75,dummy_precio_interno_alto_p75,dummy_precio_externo_alto_p75,dummy_exportaciones_altas_p75,valor_cosecha_anual_millones,valor_cosecha_semanal_proxy_millones,fuente_y_semanal,tipo_target
2023-10-09,2023-10-15,2023,2023,10,41,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,46.73960919066339,2029.31,1703.3,1.19,206.9896978443664,0.1020000383600171,1157.458473224114,2.527142857142857,71,21.95714285714286,25.75,19.27857142857143,85.32428571428571,15.87571428571428,0.6628571428571429,0.6428571428571429,17.72285714285714,0.22,0.342087780681164,0.2381210234195208,0.938451571104633,0.4839425780671897,0.4864652585795243,0.8459395775738572,19.63714285714285,35.58,-0.881071428571429,28.08642857142857,0.6007142857142858,0.6071428571428572,0,0,1,0,0,1358857.142857143,1332428.571428571,1294125.0,1313035.714285714,0.0500200080032013,20.38,20.38,18.0,19.19,0.1322222222222222,908.637,908.637,840.002,874.3195,0.0817081387901457,4249.0,4278.06,4386.66,3928.28,4159.53,0.08164387,0,0,0,0,0,11143094.64744758,256650.728078151,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2023-10-16,2023-10-22,2023,2023,10,42,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,46.73960919066339,2029.31,1703.3,1.19,206.9896978443664,0.1020000383600171,1157.458473224114,2.227142857142857,71,22.04714285714285,26.55142857142857,18.94428571428572,82.8,15.40857142857143,0.62,0.6157142857142857,14.63142857142857,0.1757142857142857,0.2692191859692634,0.2096927033978611,0.9180434078393268,0.163682107444132,0.4007130590151589,0.8202139177045477,19.42714285714285,32.04,-3.339285714285715,27.1075,0.6117857142857143,0.6239285714285714,0,0,0,1,0,1438285.714285714,1358857.142857143,1290571.428571429,1349964.285714285,0.1144564976754476,20.38,20.38,18.0,19.785,0.1322222222222222,908.637,908.637,840.002,891.4782499999999,0.0817081387901457,4238.85,4239.27,4249.0,3948.7,4232.07,0.07347988,0,0,0,0,0,11143094.64744758,256650.728078151,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2023-10-23,2023-10-29,2023,2023,10,43,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,46.73960919066339,2029.31,1703.3,1.19,206.9896978443664,0.1020000383600171,1157.458473224114,6.33,71,21.03714285714286,24.95142857142857,18.62428571428572,89.58857142857143,15.80714285714286,0.67,0.6385714285714286,13.95285714285714,0.1185714285714285,0.3450285663669782,0.5984838229321782,0.852931648850016,0.0933846381530264,0.4976215618969449,0.8492864685690834,21.81571428571429,34.75285714285715,-1.914999999999999,25.95071428571428,0.6285714285714286,0.6503571428571429,0,0,0,0,0,1405428.571428571,1438285.714285714,1270285.714285714,1383750.0,0.1063877642825008,20.38,20.38,18.0,20.38,0.1322222222222222,908.637,908.637,840.002,908.637,0.0817081387901457,4120.62,4181.7,4238.85,4053.76,4248.78,0.01649333,0,0,0,0,0,11143094.64744758,256650.728078151,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2023-10-30,2023-11-05,2023,2023,11,44,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,51.56762065166834,2029.31,1703.3,1.19,229.2806795831586,0.1129845511938336,1282.106636677391,11.40428571428572,71,20.30142857142857,23.20285714285714,18.40571428571429,92.65285714285714,15.70142857142857,0.7571428571428571,0.7042857142857143,15.0,0.1214285714285714,0.5041897338234642,1.0,0.686103012633625,0.2018647328696167,0.6282718699270612,0.8884815609781183,22.48857142857143,42.10142857142857,6.093571428571429,25.11392857142857,0.6503571428571429,0.6775,0,0,0,0,0,1382571.428571429,1405428.571428571,1332428.571428571,1396285.714285714,0.0376326793181094,18.75,20.38,20.38,19.9725,-0.0799803729146221,1104.61,908.637,908.637,957.63025,0.2156779880194179,3975.09,4058.68,4120.62,4386.66,4145.89,-0.09382309,0,0,0,0,1,11143094.64744758,283161.7040596126,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2023-11-06,2023-11-12,2023,2023,11,45,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,53.49882523607032,2029.31,1703.3,1.19,229.2806795831586,0.1129845511938336,1282.106636677391,2.804285714285714,71,22.1,26.18428571428572,18.93714285714286,87.90857142857143,16.56428571428571,0.7557142857142857,0.7242857142857143,16.90142857142857,0.1885714285714285,0.5236015766863014,0.264383376201435,0.9060576611597028,0.3988456415569039,0.5356976574140254,0.8607092972242076,22.76571428571429,42.40285714285714,-4.826071428571429,25.2225,0.6707142857142857,0.7007142857142857,0,0,0,0,0,1423857.142857143,1382571.428571429,1358857.142857143,1412535.714285714,0.0478343145500419,18.75,18.75,20.38,19.565,-0.0799803729146221,1104.61,1104.61,908.637,1006.6235,0.2156779880194179,4037.19,4021.76,3975.09,4249.0,4092.94,-0.04984938,0,0,0,0,1,11143094.64744758,293766.0944521973,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2023-11-13,2023-11-19,2023,2023,11,46,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,53.49882523607032,2029.31,1703.3,1.19,229.2806795831586,0.1129845511938336,1282.106636677391,8.262857142857143,71,21.53428571428572,25.36857142857143,18.79142857142857,90.72285714285714,16.53714285714286,0.7557142857142857,0.7142857142857143,16.48571428571429,0.1314285714285714,0.5131538154922716,0.781643427643157,0.965662455458374,0.35577919194909,0.6697971849900412,0.9009391554970124,28.80142857142857,48.22857142857143,2.103571428571429,24.92678571428572,0.6953571428571429,0.7346428571428572,1,0,0,0,0,1404857.142857143,1423857.142857143,1438285.714285714,1404178.571428571,-0.0232419547079855,18.75,18.75,20.38,19.1575,-0.0799803729146221,1104.61,1104.61,908.637,1055.61675,0.2156779880194179,4116.59,4046.49,4037.19,4238.85,4062.37,-0.02884273,0,0,0,0,1,11143094.64744758,293766.0944521973,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2023-11-20,2023-11-26,2023,2023,11,47,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,53.49882523607032,2029.31,1703.3,1.19,229.2806795831586,0.1129845511938336,1282.106636677391,2.541428571428572,71,21.21428571428572,25.14,18.74714285714285,88.91571428571429,15.85571428571429,0.7585714285714287,0.7285714285714285,18.28571428571428,0.1857142857142857,0.5310465476770452,0.2394747529443617,0.8931000971817298,0.5422524789107591,0.5503478760551026,0.8651043628165307,25.01285714285714,46.82857142857143,-2.669285714285714,24.97392857142857,0.7178571428571429,0.7567857142857143,0,0,0,0,0,1394666.666666667,1404857.142857143,1405428.571428571,1401488.095238096,-0.0076573829369106,18.75,18.75,20.38,18.75,-0.0799803729146221,1104.61,1104.61,908.637,1104.61,0.2156779880194179,4044.51,4069.18,4116.59,4120.62,4043.35,-0.01847052,0,0,0,0,1,11143094.64744758,293766.0944521973,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2023-11-27,2023-12-03,2023,2023,11,48,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,51.68437740756958,2029.31,1703.3,1.19,229.2806795831586,0.1129845511938336,1282.106636677391,0.1485714285714285,71,22.16,26.32714285714286,18.68,83.42714285714285,15.74714285714286,0.71,0.6842857142857143,20.00428571428571,0.2699999999999999,0.4343327871030603,0.0127250575335048,0.8924522189828314,0.720290069557496,0.4863543050487795,0.8459062915146338,13.75714285714286,36.24571428571429,-3.099642857142857,25.755,0.7128571428571429,0.745,0,0,0,0,0,1447142.857142857,1394666.666666667,1382571.428571429,1417630.952380952,0.0467038644348001,18.75,18.75,18.75,18.75,0.0,1104.61,1104.61,1104.61,1104.61,0.0,3983.15,3997.77,4044.51,3975.09,4045.36,0.00202763,0,0,0,0,1,11143094.64744758,283802.8242343205,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2023-12-04,2023-12-10,2023,2023,12,49,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,49.26511363623525,2029.31,1703.3,1.19,218.1740746747561,0.1075114569359812,1220.0,2.42,71,22.56857142857143,26.57142857142857,19.58142857142857,82.90142857142857,16.02857142857143,0.6685714285714285,0.6442857142857142,16.98428571428571,0.2528571428571428,0.3495150360954868,0.2279680519832138,0.7998056365403309,0.4074293325440284,0.4403880846459108,0.8321164253937732,13.37285714285714,36.13857142857143,-0.3403571428571426,25.85178571428571,0.6928571428571428,0.7232142857142857,0,0,0,0,0,1436285.714285714,1447142.857142857,1423857.142857143,1420738.095238095,0.0087288050566869,20.0,18.75,18.75,19.0625,0.0666666666666666,1066.685,1104.61,1104.61,1095.12875,-0.0343333846334905,3998.51,3998.76,3983.15,4037.19,4035.69,-0.00958092,0,0,0,0,0,11143094.64744758,270518.4639438181,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2023-12-11,2023-12-17,2023,2023,12,50,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,49.26511363623525,2029.31,1703.3,1.19,218.1740746747561,0.1075114569359812,1220.0,6.022857142857142,71,22.24142857142857,26.34571428571429,19.19285714285714,84.64428571428572,16.03857142857143,0.6557142857142857,0.6342857142857143,15.48285714285714,0.21,0.3257141591744542,0.569378638148098,0.8739876903142212,0.2518869320704454,0.5126245776372056,0.8537873732911616,11.13285714285714,39.93428571428571,2.741428571428571,26.09607142857143,0.6728571428571428,0.6982142857142857,0,0,0,0,0,1483000.0,1436285.714285714,1404857.142857143,1440273.80952381,0.0556233475696561,20.0,20.0,18.75,19.375,0.0666666666666666,1066.685,1066.685,1104.61,1085.6475,-0.0343333846334905,3956.76,3977.25,3998.51,4116.59,3995.73,-0.03882582,0,0,0,0,0,11143094.64744758,270518.4639438181,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2023-12-18,2023-12-24,2023,2023,12,51,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,49.26511363623525,2029.31,1703.3,1.19,218.1740746747561,0.1075114569359812,1220.0,0.1485714285714285,71,22.37428571428572,26.73428571428571,19.06142857142857,83.85857142857142,15.99857142857143,0.6528571428571429,0.64,16.10571428571428,0.2142857142857142,0.3287169493777404,0.0127250575335048,0.8438613540654357,0.3164126091460706,0.3766594265538548,0.8129978279661564,8.74,33.75285714285715,-2.036428571428571,26.49464285714286,0.6507142857142857,0.6717857142857142,0,0,0,1,0,1489000.0,1483000.0,1394666.666666667,1463857.142857143,0.0676386233269596,20.0,20.0,18.75,19.6875,0.0666666666666666,1066.685,1066.685,1104.61,1076.16625,-0.0343333846334905,3915.43,3933.94,3956.76,4044.51,3963.46,-0.03191487,0,0,0,0,0,11143094.64744758,270518.4639438181,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2023-12-25,2023-12-31,2023,2023,12,52,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,49.26511363623525,2029.31,1703.3,1.19,218.1740746747561,0.1075114569359812,1220.0,4.955714285714286,71,21.06857142857143,25.01285714285714,18.55142857142857,89.37142857142858,15.76714285714286,0.6671428571428571,0.6385714285714286,14.98571428571429,0.18,0.342061207316533,0.46825504264248,0.8600583090379013,0.2003847861476987,0.4818574784030366,0.844557243520911,13.54714285714286,27.30428571428572,0.1567857142857143,26.16607142857143,0.6392857142857142,0.6610714285714285,0,0,0,0,0,1459714.285714286,1489000.0,1447142.857142857,1467000.0,0.0086870681145114,20.0,20.0,18.75,20.0,0.0666666666666666,1066.685,1066.685,1104.61,1066.685,-0.0343333846334905,3822.05,3859.04,3915.43,3983.15,3923.19,-0.04044538,0,0,0,0,0,11143094.64744758,270518.4639438181,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2024-01-01,2024-01-07,2024,2024,1,1,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,32.81724653916695,2121.27,1440.21,1.47,145.3335203877394,0.0685125044844547,959.0,0.1442857142857143,71,22.52142857142857,28.08857142857143,18.61142857142857,78.17285714285715,14.80285714285714,0.6114285714285714,0.6157142857142857,19.83142857142857,0.22,0.2603171088179281,0.0123189386760525,0.8104956268221575,0.7023827142222879,0.4021720365941705,0.8206516109782511,11.27142857142857,24.64428571428572,-4.021428571428571,26.54535714285715,0.6321428571428571,0.6467857142857143,0,0,0,1,0,1417428.571428571,1459714.285714286,1436285.714285714,1462285.714285714,-0.0131291028446391,21.0,20.0,20.0,20.25,0.05,937.134,1066.685,1066.685,1034.29725,-0.1214519750441788,3912.93,3886.82,3822.05,3998.51,3901.79,-0.02140297,0,0,0,0,0,16061885.36132928,248486.4499976805,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2024-01-08,2024-01-14,2024,2024,1,2,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,32.81724653916695,2121.27,1440.21,1.47,145.3335203877394,0.0685125044844547,959.0,1.064285714285715,71,23.71,29.79142857142857,19.66428571428571,71.55285714285715,14.44285714285714,0.5585714285714286,0.58,18.47285714285714,0.2214285714285714,0.1681075335488728,0.0994991200758088,0.540978296080337,0.5616397809678854,0.3032029579263247,0.7909608873778974,6.312857142857142,17.44571428571428,-3.277500000000001,27.40678571428571,0.6185714285714285,0.6225,0,0,0,1,0,1393857.142857143,1417428.571428571,1483000.0,1440000.0,-0.0601098160100181,21.0,21.0,20.0,20.5,0.05,937.134,937.134,1066.685,1001.9095,-0.1214519750441788,3901.38,3919.85,3912.93,3956.76,3887.95,-0.0139963,0,0,0,0,0,16061885.36132928,248486.4499976805,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
