fecha_semana_inicio,fecha_semana_fin,anio_referencia_y,mes_referencia_y,semana_iso,departamento,produccion_semanal_proxy_t,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN,RH2M,GWETROOT,ALLSKY_SFC_SW_DWN,WS2M,lluvia_acum_4s,lluvia_acum_8s,anomalia_lluvia_semana_iso,t2m_max_ma_4s,gwetroot_ma_4s,gwettop_ma_4s,dummy_exceso_lluvia_p75,dummy_estres_hidrico_p25,dummy_temp_max_alta_p75,precio_interno_cop_carga,precio_externo_exdock_cent_usd_lb,exportaciones_mensual_miles_sacos,trm_promedio_semana_cop_usd,fecha_semana_label
2021-11-08,2021-11-14,2021,11,45,ANTIOQUIA,48.5513471416077,1.088571428571428,21.52571428571429,26.03714285714286,18.18142857142857,81.31285714285714,0.6114285714285714,15.90714285714286,0.1885714285714285,11.72142857142857,30.33714285714285,-6.541785714285714,26.1375,0.6224999999999999,0.6292857142857142,0,0,0,1905428.571428571,15.25,1135.451,3880.12,2021-11-08
2021-11-15,2021-11-21,2021,11,46,ANTIOQUIA,48.5513471416077,2.441428571428572,21.41142857142857,26.48571428571429,17.73857142857143,81.07142857142857,0.5942857142857143,16.38857142857143,0.2071428571428571,11.52,29.25,-3.717857142857143,26.01,0.6174999999999999,0.6207142857142857,0,0,0,2054285.714285714,15.25,1135.451,3910.62,2021-11-15
2021-11-22,2021-11-28,2021,11,47,ANTIOQUIA,48.5513471416077,6.804285714285713,20.43714285714286,24.35142857142857,17.83857142857143,88.95428571428572,0.6428571428571429,15.73142857142857,0.1471428571428571,12.28714285714286,33.49714285714285,1.593571428571428,25.80321428571429,0.6203571428571428,0.6264285714285714,0,0,0,2174833.333333333,15.25,1135.451,3962.34,2021-11-22
2021-11-29,2021-12-05,2021,12,48,ANTIOQUIA,54.96974633162942,4.962857142857144,21.07,25.52714285714286,18.1,87.12571428571428,0.6471428571428571,16.32428571428571,0.1514285714285714,15.29714285714286,28.17428571428572,1.714642857142858,25.60035714285715,0.6239285714285714,0.6353571428571428,0,0,0,2144285.714285714,15.75,1167.18,3974.11,2021-11-29
2021-12-06,2021-12-12,2021,12,49,ANTIOQUIA,57.53710600763812,1.644285714285714,21.95285714285714,26.75571428571428,18.71428571428572,82.52714285714286,0.6228571428571429,14.02142857142857,0.1714285714285714,15.85285714285714,27.57428571428571,-1.116071428571429,25.78,0.6267857142857143,0.6396428571428572,0,0,0,2119571.428571429,15.75,1167.18,3911.4,2021-12-06
2021-12-13,2021-12-19,2021,12,50,ANTIOQUIA,57.53710600763812,2.401428571428571,21.17142857142857,26.16571428571428,17.75857142857143,82.42571428571429,0.6057142857142858,16.09857142857143,0.1657142857142857,15.81285714285714,27.33285714285714,-0.8799999999999999,25.7,0.6296428571428572,0.6439285714285714,0,0,0,2130285.714285714,15.75,1167.18,3957.7,2021-12-13
2021-12-20,2021-12-26,2021,12,51,ANTIOQUIA,57.53710600763812,4.341428571428572,21.47142857142857,26.52428571428572,18.09142857142857,85.42857142857143,0.6157142857142857,16.31857142857143,0.1385714285714285,13.35,25.63714285714285,2.156428571428572,26.24321428571428,0.6228571428571429,0.6314285714285715,0,0,0,2092428.571428571,15.75,1167.18,3997.34,2021-12-20
2021-12-27,2022-01-02,2021,12,52,ANTIOQUIA,53.50022901831058,3.518571428571429,20.77428571428572,25.20142857142857,18.07571428571429,85.86285714285714,0.6185714285714285,13.74428571428572,0.1828571428571428,11.90571428571429,27.20285714285714,-1.280357142857142,26.16178571428572,0.6157142857142857,0.6185714285714285,0,0,0,2092142.857142857,15.75,1167.18,3993.53,2021-12-27
2022-01-03,2022-01-09,2022,1,1,ANTIOQUIA,43.40803654499174,4.182857142857143,20.77714285714286,25.86857142857142,17.40285714285714,81.12142857142858,0.6242857142857143,15.32142857142857,0.2057142857142857,14.44428571428572,30.29714285714286,0.0171428571428577,25.94,0.6160714285714286,0.6214285714285714,0,0,0,2147857.142857143,15.5,1031.827,4045.23,2022-01-03
2022-01-10,2022-01-16,2022,1,2,ANTIOQUIA,43.40803654499174,5.077142857142857,20.47857142857143,25.10714285714286,17.28857142857143,85.61142857142856,0.6385714285714286,14.35428571428571,0.1357142857142857,17.12,32.93285714285715,0.7353571428571426,25.67535714285714,0.6242857142857143,0.6364285714285713,0,0,0,2164571.428571429,15.5,1031.827,4000.91,2022-01-10
2022-01-17,2022-01-23,2022,1,3,ANTIOQUIA,43.40803654499174,0.8428571428571427,22.03285714285714,27.07714285714286,18.51428571428571,79.80857142857143,0.6242857142857143,16.67714285714286,0.1857142857142857,13.62142857142857,26.97142857142857,-1.265,25.81357142857143,0.6264285714285714,0.6375,0,0,0,2172500.0,15.5,1031.827,3990.57,2022-01-17
2022-01-24,2022-01-30,2022,1,4,ANTIOQUIA,43.40803654499174,2.252857142857143,21.68571428571429,27.55571428571428,17.61,77.74857142857142,0.6014285714285714,16.39714285714286,0.1471428571428571,12.35571428571429,24.26142857142857,1.009285714285714,26.40214285714286,0.6221428571428571,0.6303571428571428,0,0,0,2130142.857142857,15.5,1031.827,3969.46,2022-01-24
2022-01-31,2022-02-06,2022,2,5,ANTIOQUIA,50.24195483487382,3.324285714285714,21.77714285714286,27.83,17.60142857142857,75.87,0.5857142857142856,17.41428571428571,0.1814285714285714,11.49714285714286,25.94142857142857,0.0696428571428571,26.8925,0.6125,0.615,0,0,0,2165142.857142857,15.63,983.233,3950.62,2022-01-31
2022-02-07,2022-02-13,2022,2,6,ANTIOQUIA,51.38094121652082,4.64,21.25857142857143,26.54142857142857,17.64857142857143,83.72142857142856,0.6185714285714285,14.84571428571428,0.1728571428571428,11.06,28.18,2.144642857142857,27.25107142857143,0.6074999999999999,0.6064285714285714,0,0,0,2254142.857142857,15.63,983.233,3940.58,2022-02-07
