fecha_semana_inicio,fecha_semana_fin,anio_semana_fin,anio_referencia_y,mes_referencia_y,semana_iso,dias_productivos_periodo_2021_2024,departamento,nivel,produccion_semanal_proxy_t,produccion_anual_departamental_t,area_cosechada_departamental_ha,rendimiento_departamental_t_ha,produccion_mensual_proxy_t,peso_mensual_prod_nacional,produccion_nacional_mensual_oficial_miles_sacos,PRECTOTCORR,IMERG_PRECTOT,T2M,T2M_MAX,T2M_MIN,RH2M,QV2M,GWETTOP,GWETROOT,ALLSKY_SFC_SW_DWN,WS2M,score_humedad,score_precipitacion,score_temperatura,score_radiacion,indice_climatico_base_x,indice_climatico_ajustado_x,lluvia_acum_4s,lluvia_acum_8s,anomalia_lluvia_semana_iso,t2m_max_ma_4s,gwetroot_ma_4s,gwettop_ma_4s,dummy_exceso_lluvia_p75,dummy_estres_hidrico_p25,dummy_temp_max_alta_p75,dummy_indice_climatico_bajo_p25,dummy_indice_climatico_alto_p75,precio_interno_cop_carga,precio_interno_cop_carga_lag_1s,precio_interno_cop_carga_lag_4s,precio_interno_cop_carga_ma_4s,precio_interno_cop_carga_var_4s,precio_externo_exdock_cent_usd_lb,precio_externo_exdock_cent_usd_lb_lag_1s,precio_externo_exdock_cent_usd_lb_lag_4s,precio_externo_exdock_cent_usd_lb_ma_4s,precio_externo_exdock_cent_usd_lb_var_4s,exportaciones_mensual_miles_sacos,exportaciones_mensual_miles_sacos_lag_1s,exportaciones_mensual_miles_sacos_lag_4s,exportaciones_mensual_miles_sacos_ma_4s,exportaciones_mensual_miles_sacos_var_4s,trm_viernes_cop_usd,trm_promedio_semana_cop_usd,trm_viernes_cop_usd_lag_1s,trm_viernes_cop_usd_lag_4s,trm_viernes_cop_usd_ma_4s,trm_viernes_cop_usd_var_4s,dummy_trm_lag4_alta_p75,dummy_devaluacion_4s_p75,dummy_precio_interno_alto_p75,dummy_precio_externo_alto_p75,dummy_exportaciones_altas_p75,valor_cosecha_anual_millones,valor_cosecha_semanal_proxy_millones,fuente_y_semanal,tipo_target
2020-12-28,2021-01-03,2021,2021,1,53,3,ANTIOQUIA,PANEL_DEPARTAMENTAL,19.246295490744753,2313.87,1752.93,1.32,198.8783867376958,0.08595054464498689,1081.0,5.896666666666666,71.0,21.30333333333333,26.173333333333332,17.563333333333333,87.09333333333332,15.549999999999999,0.7166666666666667,0.68,16.206666666666667,0.22333333333333336,0.43677901294713384,0.557420694012003,0.9132923010474023,0.3268708993142914,0.5695815381934919,0.8708744614580475,5.896666666666666,5.896666666666666,0.0,26.173333333333332,0.68,0.7166666666666667,0,0,0,0,0,1073000.0,,,1073000.0,,16.25,,,16.25,,1072.0,,,1072.0,,,,,,,,0,0,0,0,1,10768530.454423312,89570.42492746566,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2021-01-04,2021-01-10,2021,2021,1,1,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,44.90802281173776,2313.87,1752.93,1.32,198.8783867376958,0.08595054464498689,1081.0,2.29,71.0,20.631428571428575,24.787142857142857,17.475714285714286,84.59,14.494285714285715,0.7028571428571428,0.6685714285714287,16.265714285714285,0.1942857142857143,0.4104964790291865,0.21564911330716124,0.7609329446064146,0.3329880124315524,0.4377674840033421,0.8313302452010025,8.186666666666666,8.186666666666666,-1.8757142857142854,25.480238095238093,0.6742857142857144,0.7097619047619048,0,0,0,0,0,1050285.714285714,1073000.0,,1061642.857142857,,16.25,16.25,,16.25,,1072.0,1072.0,,1072.0,,,,,,,,0,0,0,0,1,10768530.454423312,208997.65816408655,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2021-01-11,2021-01-17,2021,2021,1,2,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,44.90802281173776,2313.87,1752.93,1.32,198.8783867376958,0.08595054464498689,1081.0,1.7757142857142856,71.0,21.91142857142857,27.26142857142857,18.247142857142858,81.55857142857143,14.98,0.6585714285714286,0.6414285714285715,20.145714285714284,0.19714285714285712,0.3361442047920635,0.1669148504128875,0.9488176222870108,0.7349415421044841,0.5068248211678694,0.8520474463503608,9.96238095238095,9.96238095238095,-2.566071428571429,26.073968253968257,0.6633333333333334,0.6926984126984127,0,0,0,0,0,1068714.285714286,1050285.714285714,,1064000.0,,16.25,16.25,,16.25,,1072.0,1072.0,,1072.0,,,,,,,,0,0,0,0,1,10768530.454423312,208997.65816408655,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2021-01-18,2021-01-24,2021,2021,1,3,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,44.90802281173776,2313.87,1752.93,1.32,198.8783867376958,0.08595054464498689,1081.0,2.8228571428571425,71.0,22.115714285714287,27.512857142857143,18.148571428571426,77.53714285714285,14.351428571428572,0.6114285714285714,0.6114285714285714,18.298571428571428,0.2414285714285714,0.25583949687762964,0.26614322458372813,0.9024943310657597,0.5435844309604854,0.46324087746361514,0.8389722632390845,12.785238095238094,12.785238095238094,0.7149999999999999,26.433690476190478,0.6503571428571429,0.6723809523809524,0,0,0,0,0,1079142.857142857,1068714.285714286,,1067785.7142857143,,16.25,16.25,,16.25,,1072.0,1072.0,,1072.0,,,,,,,,0,0,0,0,1,10768530.454423312,208997.65816408655,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2021-01-25,2021-01-31,2021,2021,1,4,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,44.90802281173776,2313.87,1752.93,1.32,198.8783867376958,0.08595054464498689,1081.0,2.1314285714285712,71.0,22.58857142857143,28.322857142857142,18.551428571428573,76.52285714285713,14.515714285714285,0.5971428571428571,0.6042857142857142,19.845714285714283,0.24571428571428572,0.2335400150582398,0.20062271558142683,0.79527048914804,0.7038626609442058,0.43629170559438146,0.8308875116783144,9.02,14.916666666666664,0.8878571428571427,26.971071428571427,0.6314285714285715,0.6425,0,0,0,0,0,1094714.285714286,1079142.857142857,1073000.0,1073214.2857142857,0.020236985754227277,16.25,16.25,16.25,16.25,0.0,1072.0,1072.0,1072.0,1072.0,0.0,,,,,,,0,0,0,0,1,10768530.454423312,208997.65816408655,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2021-02-01,2021-02-07,2021,2021,2,5,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,50.9154426731335,2313.87,1752.93,1.32,203.661770692534,0.08801781028862209,1107.0,3.2257142857142855,71.0,22.434285714285714,27.90857142857143,18.664285714285715,77.7957142857143,14.671428571428573,0.5914285714285714,0.5971428571428571,17.73,0.20714285714285713,0.2201426103901855,0.3043183971842426,0.8302559118885653,0.48468255142814864,0.4333958736189892,0.8300187620856967,9.955714285714285,18.14238095238095,-0.028928571428571637,27.751428571428573,0.6135714285714285,0.6146428571428572,0,0,1,0,0,1091000.0,1094714.285714286,1050285.714285714,1083392.8571428573,0.03876496191512535,16.88,16.25,16.25,16.4075,0.03876923076923067,1273.64,1072.0,1072.0,1122.41,0.18809701492537312,,,,,,,0,0,0,0,1,10768530.454423312,236955.61765617016,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2021-02-08,2021-02-14,2021,2021,2,6,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,50.9154426731335,2313.87,1752.93,1.32,203.661770692534,0.08801781028862209,1107.0,2.4842857142857144,71.0,21.997142857142855,27.035714285714285,18.551428571428573,79.96285714285715,14.758571428571429,0.5842857142857143,0.5928571428571427,15.355714285714287,0.13428571428571429,0.2082466008237742,0.23405983484499798,0.9293812763200526,0.23871540624537527,0.3995538990163899,0.8198661697049169,10.664285714285715,20.626666666666665,-0.011071428571428399,27.695,0.6014285714285714,0.5960714285714286,0,0,0,1,0,1068857.142857143,1091000.0,1068714.285714286,1083428.5714285714,0.0001336719689879473,16.88,16.88,16.25,16.564999999999998,0.03876923076923067,1273.64,1273.64,1072.0,1172.8200000000002,0.18809701492537312,,,,,,,0,0,0,0,1,10768530.454423312,236955.61765617016,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2021-02-15,2021-02-21,2021,2021,2,7,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,50.9154426731335,2313.87,1752.93,1.32,203.661770692534,0.08801781028862209,1107.0,3.2328571428571427,71.0,21.212857142857143,26.16714285714286,17.69857142857143,80.46285714285715,14.105714285714285,0.6114285714285714,0.61,14.405714285714286,0.10428571428571429,0.25434695956419684,0.30499526194666304,0.8927761580822802,0.14029894923782743,0.4095091332403788,0.8228527399721136,11.074285714285715,23.859523809523807,-0.1071428571428572,27.35857142857143,0.6010714285714285,0.5960714285714286,0,0,0,0,0,1105857.142857143,1068857.142857143,1079142.857142857,1090107.142857143,0.02475509663754316,16.88,16.88,16.25,16.7225,0.03876923076923067,1273.64,1273.64,1072.0,1223.23,0.18809701492537312,,,,,,,0,0,0,0,1,10768530.454423312,236955.61765617016,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2021-02-22,2021-02-28,2021,2021,2,8,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,50.9154426731335,2313.87,1752.93,1.32,203.661770692534,0.08801781028862209,1107.0,1.4914285714285715,71.0,23.314285714285713,29.704285714285714,18.87,75.61714285714285,14.868571428571428,0.5728571428571428,0.5885714285714286,16.45,0.1157142857142857,0.19189955268169542,0.13997563286855289,0.6307094266277945,0.35207932514429474,0.31264800708432444,0.7937944021252973,10.434285714285714,19.454285714285714,-0.824642857142857,27.703928571428573,0.5971428571428571,0.59,0,0,0,1,0,1188428.571428571,1105857.142857143,1094714.285714286,1113535.714285714,0.08560615946757077,16.88,16.88,16.25,16.88,0.03876923076923067,1273.64,1273.64,1072.0,1273.64,0.18809701492537312,,,,,,,0,0,0,0,1,10768530.454423312,236955.61765617016,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
2021-03-01,2021-03-07,2021,2021,3,9,7,ANTIOQUIA,PANEL_DEPARTAMENTAL,43.620188670050545,2313.87,1752.93,1.32,193.17512125308102,0.08348572791603721,1050.0,3.261428571428571,71.0,22.388571428571428,28.208571428571428,18.43285714285714,76.37714285714286,14.274285714285714,0.5685714285714286,0.5814285714285713,14.844285714285714,0.09428571428571429,0.17998582753886344,0.30770272099634494,0.8406219630709431,0.18573331360071038,0.37793620769553077,0.8133808623086591,10.469999999999999,20.425714285714285,-2.1632142857142855,27.778928571428573,0.5932142857142857,0.5842857142857143,0,1,1,1,0,1170285.714285714,1188428.571428571,1091000.0,1133357.1428571427,0.07267251538562247,16.25,16.88,16.88,16.7225,-0.037322274881516515,1128.007,1273.64,1273.64,1237.2317500000001,-0.11434392764046353,,,,,,,0,0,0,0,1,10768530.454423312,203004.20080692953,mensualizacion_estacionalidad_nacional_y_semanalizacion_calendario_dias,proxy_operacional_no_observada
